gene_id	gene_label	case_mean	control_mean	log2_fold_change	p_value	adjusted_p_value	neg_log10_adjusted_p	classification
10728	PTGES3 [10728]	3051.000000	4139.000000	-0.439876	2.892966e-04	6.014436e-03	2.220805	Not significant
4705	NDUFA10 [4705]	1425.333333	1626.333333	-0.190199	2.892104e-04	6.014436e-03	2.220805	Not significant
115811	IQCD [115811]	13.000000	7.333333	0.748461	2.896194e-04	6.014796e-03	2.220779	Not significant
160622	TAMALIN [160622]	16.666667	11.000000	0.557995	2.896194e-04	6.014796e-03	2.220779	Not significant
100533183	ZNF664-RFLNA [100533183]	33.666667	22.666667	0.550693	2.920849e-04	6.062802e-03	2.217327	Not significant
54492	NEURL1B [54492]	33.333333	67.000000	-0.985925	2.934377e-04	6.087672e-03	2.215549	Not significant
100616408	MIR5047 [100616408]	814.333333	953.666667	-0.227607	2.937952e-04	6.091880e-03	2.215249	Not significant
10732	TCFL5 [10732]	527.000000	626.333333	-0.248694	2.941000e-04	6.094990e-03	2.215027	Not significant
6597	SMARCA4 [6597]	1882.000000	2356.000000	-0.323919	2.957568e-04	6.126102e-03	2.212816	Not significant
7004	TEAD4 [7004]	151.000000	198.333333	-0.391112	2.963212e-04	6.134565e-03	2.212216	Not significant
389641	TNFRSF10A-DT [389641]	13.333333	5.333333	1.178337	2.967323e-04	6.139848e-03	2.211842	Upregulated
55854	ZC3H15 [55854]	1512.333333	2056.666667	-0.443279	2.974311e-04	6.147847e-03	2.211277	Not significant
8301	PICALM [8301]	4025.000000	5188.666667	-0.366295	2.973552e-04	6.147847e-03	2.211277	Not significant
27131	SNX5 [27131]	1247.000000	1639.000000	-0.394078	2.978724e-04	6.153737e-03	2.210861	Not significant
112268267	LOC112268267 [112268267]	30.666667	16.000000	0.897430	2.982932e-04	6.156775e-03	2.210647	Not significant
6730	SRP68 [6730]	1499.333333	1883.000000	-0.328516	2.983321e-04	6.156775e-03	2.210647	Not significant
286343	LURAP1L [286343]	493.000000	637.666667	-0.370552	2.998709e-04	6.185288e-03	2.208640	Not significant
55068	ENOX1 [55068]	188.666667	132.333333	0.508429	3.007983e-04	6.201170e-03	2.207526	Not significant
7803	PTP4A1 [7803]	3019.666667	4425.666667	-0.551354	3.011721e-04	6.205627e-03	2.207214	Not significant
26151	NAT9 [26151]	726.333333	871.666667	-0.262814	3.024520e-04	6.228740e-03	2.205600	Not significant
401541	CENPP [401541]	177.666667	220.333333	-0.308950	3.041624e-04	6.260689e-03	2.203378	Not significant
25879	DCAF13 [25879]	850.333333	1160.000000	-0.447572	3.063500e-04	6.301133e-03	2.200581	Not significant
100873949	IPO9-AS1 [100873949]	131.666667	169.333333	-0.360555	3.066074e-04	6.301133e-03	2.200581	Not significant
60492	CCDC90B [60492]	824.000000	1043.666667	-0.340577	3.064563e-04	6.301133e-03	2.200581	Not significant
10018	BCL2L11 [10018]	490.666667	318.000000	0.624124	3.071846e-04	6.303476e-03	2.200420	Not significant
29071	C1GALT1C1 [29071]	927.000000	1307.333333	-0.495533	3.070292e-04	6.303476e-03	2.200420	Not significant
51371	POMP [51371]	1336.666667	1782.000000	-0.414588	3.072016e-04	6.303476e-03	2.200420	Not significant
6525	SMTN [6525]	1870.666667	2361.333333	-0.335889	3.097082e-04	6.351598e-03	2.197117	Not significant
57001	SDHAF3 [57001]	146.666667	189.666667	-0.368708	3.113610e-04	6.382172e-03	2.195031	Not significant
81831	NETO2 [81831]	300.333333	408.000000	-0.440741	3.165573e-04	6.485308e-03	2.188069	Not significant
200844	CFAP20DC [200844]	51.000000	62.000000	-0.276840	3.174896e-04	6.501024e-03	2.187018	Not significant
4735	SEPTIN2 [4735]	11293.333333	13690.333333	-0.277664	3.186971e-04	6.522357e-03	2.185595	Not significant
105369151	LOC105369151 [105369151]	31.666667	11.666667	1.366782	3.199830e-04	6.545272e-03	2.184072	Upregulated
10376	TUBA1B [10376]	8050.000000	15921.000000	-0.983782	3.203249e-04	6.548864e-03	2.183834	Not significant
114897	C1QTNF1 [114897]	213.000000	159.000000	0.419539	3.214927e-04	6.569329e-03	2.182479	Not significant
5713	PSMD7 [5713]	1488.333333	1992.666667	-0.420758	3.223090e-04	6.582592e-03	2.181603	Not significant
6464	SHC1 [6464]	8258.000000	9629.333333	-0.221619	3.247761e-04	6.629542e-03	2.178517	Not significant
3280	HES1 [3280]	57.000000	79.666667	-0.475920	3.257503e-04	6.645981e-03	2.177441	Not significant
10426	TUBGCP3 [10426]	365.333333	450.333333	-0.301036	3.264764e-04	6.657347e-03	2.176699	Not significant
6902	TBCA [6902]	1068.333333	1587.333333	-0.570802	3.283860e-04	6.689357e-03	2.174616	Not significant
4801	NFYB [4801]	1354.333333	1881.000000	-0.473619	3.282618e-04	6.689357e-03	2.174616	Not significant
112950	MED8 [112950]	613.666667	773.333333	-0.333150	3.300968e-04	6.720729e-03	2.172584	Not significant
9130	FAM50A [9130]	1302.000000	1566.666667	-0.266782	3.305322e-04	6.726116e-03	2.172236	Not significant
10613	ERLIN1 [10613]	1558.333333	1976.000000	-0.342384	3.314169e-04	6.740637e-03	2.171299	Not significant
139886	SPIN4 [139886]	95.000000	131.000000	-0.459432	3.331481e-04	6.772348e-03	2.169261	Not significant
6500	SKP1 [6500]	4252.666667	5417.333333	-0.349142	3.345182e-04	6.796691e-03	2.167702	Not significant
649395	YWHAEP1 [649395]	41.666667	65.333333	-0.636625	3.357355e-04	6.817360e-03	2.166384	Not significant
23635	SSBP2 [23635]	505.666667	413.666667	0.289085	3.358817e-04	6.817360e-03	2.166384	Not significant
79625	NDNF [79625]	20105.000000	29542.000000	-0.555190	3.360820e-04	6.817910e-03	2.166349	Not significant
4507	MTAP [4507]	644.666667	870.666667	-0.432987	3.381227e-04	6.855778e-03	2.163943	Not significant
51659	GINS2 [51659]	81.333333	172.666667	-1.076772	3.400685e-04	6.886356e-03	2.162011	Downregulated
26147	PHF19 [26147]	874.000000	1137.000000	-0.379146	3.401555e-04	6.886356e-03	2.162011	Not significant
23760	PITPNB [23760]	1681.333333	2043.000000	-0.280932	3.398926e-04	6.886356e-03	2.162011	Not significant
9601	PDIA4 [9601]	5077.333333	6787.333333	-0.418702	3.426244e-04	6.932774e-03	2.159093	Not significant
102724077	LINC01389 [102724077]	0.666667	3.333333	-1.378512	3.466194e-04	6.995635e-03	2.155173	Downregulated
58512	DLGAP3 [58512]	1.666667	4.333333	-1.000000	3.466194e-04	6.995635e-03	2.155173	Not significant
101927167	GATA2-AS1 [101927167]	10.000000	18.000000	-0.788496	3.466194e-04	6.995635e-03	2.155173	Not significant
100847042	MIR5572 [100847042]	3.666667	6.333333	-0.652077	3.466194e-04	6.995635e-03	2.155173	Not significant
101927510	LOC101927510 [101927510]	4.666667	7.333333	-0.556393	3.466194e-04	6.995635e-03	2.155173	Not significant
1295	COL8A1 [1295]	33137.000000	41102.666667	-0.310781	3.483986e-04	7.027943e-03	2.153172	Not significant
6119	RPA3 [6119]	151.000000	227.666667	-0.589175	3.496053e-04	7.048672e-03	2.151893	Not significant
8723	SNX4 [8723]	446.000000	568.333333	-0.348999	3.505618e-04	7.064340e-03	2.150928	Not significant
9277	WDR46 [9277]	799.000000	1040.333333	-0.380360	3.513183e-04	7.075964e-03	2.150214	Not significant
115207	KCTD12 [115207]	7294.666667	9824.333333	-0.429467	3.524381e-04	7.094889e-03	2.149054	Not significant
10527	IPO7 [10527]	4720.000000	6005.000000	-0.347312	3.527312e-04	7.097160e-03	2.148915	Not significant
5159	PDGFRB [5159]	23523.000000	20441.666667	0.202550	3.541694e-04	7.122459e-03	2.147370	Not significant
107985728	LOC107985728 [107985728]	100.333333	241.333333	-1.257884	3.548610e-04	7.132669e-03	2.146748	Downregulated
399815	C10orf88B [399815]	8.666667	17.000000	-0.896907	3.550394e-04	7.132669e-03	2.146748	Not significant
23642	SNHG1 [23642]	857.666667	1129.000000	-0.396153	3.552479e-04	7.133219e-03	2.146714	Not significant
100422885	MIR1244-2 [100422885]	399.666667	593.333333	-0.568870	3.569843e-04	7.164430e-03	2.144818	Not significant
29090	TIMM21 [29090]	368.333333	515.000000	-0.482448	3.593263e-04	7.207760e-03	2.142200	Not significant
8683	SRSF9 [8683]	1173.333333	1594.666667	-0.442317	3.617260e-04	7.252201e-03	2.139530	Not significant
3837	KPNB1 [3837]	6983.000000	8984.000000	-0.363465	3.627311e-04	7.267316e-03	2.138626	Not significant
8828	NRP2 [8828]	4345.666667	3516.000000	0.305564	3.628490e-04	7.267316e-03	2.138626	Not significant
64965	MRPS9 [64965]	413.666667	516.000000	-0.318212	3.652605e-04	7.311895e-03	2.135970	Not significant
64207	IRF2BPL [64207]	732.666667	546.666667	0.421827	3.657720e-04	7.318414e-03	2.135583	Not significant
7083	TK1 [7083]	300.333333	621.000000	-1.045554	3.708411e-04	7.412303e-03	2.130047	Downregulated
9318	COPS2 [9318]	2356.000000	3219.666667	-0.450408	3.707650e-04	7.412303e-03	2.130047	Not significant
203068	TUBB [203068]	10561.333333	17534.333333	-0.731336	3.715129e-04	7.421964e-03	2.129481	Not significant
29958	DMGDH [29958]	79.666667	57.666667	0.459432	3.730050e-04	7.447995e-03	2.127961	Not significant
51668	HSPB11 [51668]	316.000000	426.000000	-0.429753	3.759509e-04	7.503011e-03	2.124764	Not significant
3939	LDHA [3939]	28745.000000	41902.000000	-0.543692	3.789207e-04	7.558452e-03	2.121567	Not significant
79962	DNAJC22 [79962]	109.333333	164.666667	-0.586415	3.810302e-04	7.596681e-03	2.119376	Not significant
347733	TUBB2B [347733]	234.000000	372.000000	-0.666515	3.815845e-04	7.600036e-03	2.119184	Not significant
25914	RTTN [25914]	191.666667	239.666667	-0.320929	3.814749e-04	7.600036e-03	2.119184	Not significant
9343	EFTUD2 [9343]	1411.333333	1877.666667	-0.411628	3.818866e-04	7.602207e-03	2.119060	Not significant
25890	ABI3BP [25890]	12828.333333	9634.000000	0.413090	3.833069e-04	7.626626e-03	2.117668	Not significant
9131	AIFM1 [9131]	545.666667	718.000000	-0.395330	3.906212e-04	7.768233e-03	2.109678	Not significant
9785	DHX38 [9785]	1350.666667	1609.666667	-0.252919	3.913107e-04	7.778017e-03	2.109131	Not significant
56339	METTL3 [56339]	687.000000	806.666667	-0.231351	3.924869e-04	7.797460e-03	2.108047	Not significant
23435	TARDBP [23435]	3459.000000	4253.333333	-0.298161	3.927230e-04	7.798216e-03	2.108005	Not significant
26499	PLEK2 [26499]	2.666667	8.333333	-1.347923	3.929930e-04	7.799644e-03	2.107925	Downregulated
25977	NECAP1 [25977]	649.000000	825.333333	-0.346284	3.932205e-04	7.800227e-03	2.107893	Not significant
5905	RANGAP1 [5905]	1745.333333	2232.333333	-0.354870	3.943265e-04	7.818228e-03	2.106892	Not significant
2150	F2RL1 [2150]	73.333333	107.666667	-0.547828	3.951413e-04	7.826502e-03	2.106432	Not significant
51478	HSD17B7 [51478]	150.666667	118.666667	0.341883	3.949661e-04	7.826502e-03	2.106432	Not significant
29967	LRP12 [29967]	700.666667	877.333333	-0.323983	3.954376e-04	7.828433e-03	2.106325	Not significant
8841	HDAC3 [8841]	894.333333	1037.000000	-0.213310	3.977882e-04	7.871010e-03	2.103970	Not significant
1390	CREM [1390]	207.333333	257.000000	-0.308477	3.992168e-04	7.895309e-03	2.102631	Not significant
55775	TDP1 [55775]	154.000000	231.000000	-0.581857	3.994245e-04	7.895451e-03	2.102623	Not significant
2791	GNG11 [2791]	659.333333	1071.666667	-0.699935	4.017813e-04	7.938054e-03	2.100286	Not significant
2326	FMO1 [2326]	0.333333	3.666667	-1.807355	4.069520e-04	7.988107e-03	2.097556	Downregulated
387597	ILDR2 [387597]	0.666667	2.333333	-1.000000	4.069520e-04	7.988107e-03	2.097556	Downregulated
109617022	SNORA15B-2 [109617022]	2.333333	0.666667	1.000000	4.069520e-04	7.988107e-03	2.097556	Upregulated
101928694	LIPC-AS1 [101928694]	2.333333	0.666667	1.000000	4.069520e-04	7.988107e-03	2.097556	Upregulated
146225	CMTM2 [146225]	2.333333	0.666667	1.000000	4.069520e-04	7.988107e-03	2.097556	Upregulated
114794	ELFN2 [114794]	0.666667	2.333333	-1.000000	4.069520e-04	7.988107e-03	2.097556	Downregulated
60680	CELF5 [60680]	2.333333	5.666667	-1.000000	4.069520e-04	7.988107e-03	2.097556	Downregulated
100505549	ATP8B1-AS1 [100505549]	46.666667	68.333333	-0.540568	4.069520e-04	7.988107e-03	2.097556	Not significant
9518	GDF15 [9518]	245.333333	175.666667	0.479582	4.065781e-04	7.988107e-03	2.097556	Not significant
100379345	MIR181A2HG [100379345]	5.333333	3.666667	0.440573	4.069520e-04	7.988107e-03	2.097556	Not significant
22929	SEPHS1 [22929]	651.000000	877.666667	-0.430444	4.064370e-04	7.988107e-03	2.097556	Not significant
7555	CNBP [7555]	3588.333333	4610.000000	-0.361364	4.060904e-04	7.988107e-03	2.097556	Not significant
285381	DPH3 [285381]	714.000000	875.666667	-0.294085	4.059401e-04	7.988107e-03	2.097556	Not significant
2012	EMP1 [2012]	5722.333333	7784.333333	-0.443903	4.086197e-04	8.016847e-03	2.095996	Not significant
10492	SYNCRIP [10492]	4669.666667	6106.333333	-0.386914	4.090777e-04	8.021834e-03	2.095726	Not significant
221955	DAGLB [221955]	289.000000	335.666667	-0.215268	4.104356e-04	8.044456e-03	2.094503	Not significant
90203	SNX21 [90203]	853.000000	715.666667	0.252934	4.110732e-04	8.052945e-03	2.094045	Not significant
11098	PRSS23 [11098]	3992.000000	5221.666667	-0.387314	4.121458e-04	8.069941e-03	2.093130	Not significant
124512	METTL23 [124512]	298.333333	376.666667	-0.335361	4.125257e-04	8.073365e-03	2.092945	Not significant
401565	FAM166A [401565]	126.333333	208.666667	-0.719487	4.132795e-04	8.080086e-03	2.092584	Not significant
440574	MICOS10 [440574]	340.333333	500.000000	-0.553629	4.131743e-04	8.080086e-03	2.092584	Not significant
57559	STAMBPL1 [57559]	432.666667	628.000000	-0.536473	4.135631e-04	8.081618e-03	2.092502	Not significant
57834	CYP4F11 [57834]	82.333333	95.333333	-0.209141	4.141575e-04	8.089220e-03	2.092093	Not significant
7532	YWHAG [7532]	4688.000000	5888.666667	-0.328906	4.147263e-04	8.096313e-03	2.091713	Not significant
102724474	LOC102724474 [102724474]	9.666667	3.666667	1.192645	4.154176e-04	8.105791e-03	2.091205	Upregulated
83716	CRISPLD2 [83716]	4348.333333	5571.333333	-0.357487	4.163170e-04	8.118175e-03	2.090542	Not significant
84720	PIGO [84720]	654.000000	742.000000	-0.181867	4.164647e-04	8.118175e-03	2.090542	Not significant
51701	NLK [51701]	391.333333	514.666667	-0.394359	4.174893e-04	8.134122e-03	2.089689	Not significant
5635	PRPSAP1 [5635]	452.666667	551.666667	-0.284777	4.179681e-04	8.139423e-03	2.089406	Not significant
7247	TSN [7247]	1181.000000	1583.000000	-0.422342	4.182263e-04	8.140425e-03	2.089353	Not significant
51010	EXOSC3 [51010]	310.666667	425.666667	-0.453106	4.187964e-04	8.147495e-03	2.088976	Not significant
7203	CCT3 [7203]	3776.666667	5290.666667	-0.486227	4.192051e-04	8.151418e-03	2.088767	Not significant
105371084	RSL1D1-DT [105371084]	247.333333	349.666667	-0.497822	4.216094e-04	8.194123e-03	2.086498	Not significant
83648	FAM167A [83648]	144.333333	216.666667	-0.582755	4.222435e-04	8.202398e-03	2.086059	Not significant
84448	ABLIM2 [84448]	19.333333	37.000000	-0.902153	4.226721e-04	8.205407e-03	2.085900	Not significant
27042	UTP25 [27042]	416.000000	445.000000	-0.096996	4.228152e-04	8.205407e-03	2.085900	Not significant
5836	PYGL [5836]	1638.666667	2015.666667	-0.298570	4.254181e-04	8.251853e-03	2.083448	Not significant
9375	TM9SF2 [9375]	3321.666667	4065.333333	-0.291387	4.257147e-04	8.253541e-03	2.083360	Not significant
111822955	ATRIP-TREX1 [111822955]	116.666667	136.666667	-0.226474	4.261744e-04	8.258386e-03	2.083105	Not significant
90355	MACIR [90355]	510.333333	624.666667	-0.291130	4.330041e-04	8.386605e-03	2.076414	Not significant
51649	MRPS23 [51649]	415.666667	585.333333	-0.492827	4.334922e-04	8.391932e-03	2.076138	Not significant
57092	PCNP [57092]	2211.666667	2711.666667	-0.293926	4.359592e-04	8.435542e-03	2.073887	Not significant
51000	SLC35B3 [51000]	812.000000	969.333333	-0.255225	4.362837e-04	8.437676e-03	2.073777	Not significant
3839	KPNA3 [3839]	1539.000000	2048.333333	-0.412224	4.379488e-04	8.465720e-03	2.072336	Not significant
6637	SNRPG [6637]	529.333333	947.333333	-0.838495	4.393795e-04	8.485045e-03	2.071346	Not significant
4720	NDUFS2 [4720]	1547.666667	1909.333333	-0.302798	4.393097e-04	8.485045e-03	2.071346	Not significant
10935	PRDX3 [10935]	1893.666667	2403.333333	-0.343693	4.413122e-04	8.518192e-03	2.069653	Not significant
105372310	LOC105372310 [105372310]	15.666667	30.666667	-0.925999	4.415630e-04	8.518856e-03	2.069619	Not significant
56243	KIAA1217 [56243]	107.333333	146.000000	-0.440339	4.421800e-04	8.526582e-03	2.069225	Not significant
10365	KLF2 [10365]	89.000000	114.000000	-0.353637	4.444188e-04	8.565558e-03	2.067244	Not significant
1738	DLD [1738]	1701.666667	2193.000000	-0.365768	4.452597e-04	8.577566e-03	2.066636	Not significant
11333	PDAP1 [11333]	2214.333333	2997.000000	-0.436477	4.460178e-04	8.583793e-03	2.066321	Not significant
55571	CNOT11 [55571]	659.666667	823.666667	-0.319889	4.460189e-04	8.583793e-03	2.066321	Not significant
497258	BDNF-AS [497258]	134.666667	197.333333	-0.547861	4.493369e-04	8.643424e-03	2.063314	Not significant
8703	B4GALT3 [8703]	445.333333	567.666667	-0.349462	4.501498e-04	8.654834e-03	2.062741	Not significant
84870	RSPO3 [84870]	34.666667	59.000000	-0.750386	4.512242e-04	8.671256e-03	2.061918	Not significant
7351	UCP2 [7351]	230.000000	328.666667	-0.513115	4.515970e-04	8.674186e-03	2.061771	Not significant
54934	KANSL2 [54934]	333.666667	433.666667	-0.377185	4.525206e-04	8.687690e-03	2.061096	Not significant
79016	DDA1 [79016]	589.333333	724.333333	-0.297114	4.539965e-04	8.711776e-03	2.059893	Not significant
10514	MYBBP1A [10514]	1190.000000	1429.666667	-0.264514	4.575664e-04	8.776003e-03	2.056703	Not significant
285175	UNC80 [285175]	2.333333	0.000000	1.736966	4.652582e-04	8.799234e-03	2.055555	Upregulated
105377296	LOC105377296 [105377296]	2.333333	0.000000	1.736966	4.652582e-04	8.799234e-03	2.055555	Upregulated
6423	SFRP2 [6423]	2.333333	0.000000	1.736966	4.652582e-04	8.799234e-03	2.055555	Upregulated
105378653	MIR3659HG [105378653]	3.000000	0.666667	1.263034	4.652582e-04	8.799234e-03	2.055555	Upregulated
165631	PARP15 [165631]	3.000000	0.666667	1.263034	4.652582e-04	8.799234e-03	2.055555	Upregulated
107984265	LOC107984265 [107984265]	3.000000	0.666667	1.263034	4.652582e-04	8.799234e-03	2.055555	Upregulated
100306975	NDUFAF4P1 [100306975]	0.666667	3.000000	-1.263034	4.652582e-04	8.799234e-03	2.055555	Downregulated
105372681	LOC105372681 [105372681]	0.666667	3.000000	-1.263034	4.652582e-04	8.799234e-03	2.055555	Downregulated
107984495	LOC107984495 [107984495]	1.000000	3.333333	-1.115477	4.652582e-04	8.799234e-03	2.055555	Downregulated
100628307	DIO2-AS1 [100628307]	1.000000	3.333333	-1.115477	4.652582e-04	8.799234e-03	2.055555	Downregulated
105372383	LOC105372383 [105372383]	4.000000	1.666667	0.906891	4.652582e-04	8.799234e-03	2.055555	Not significant
105372632	LOC105372632 [105372632]	1.666667	4.000000	-0.906891	4.652582e-04	8.799234e-03	2.055555	Not significant
100302237	MIR1281 [100302237]	9.666667	5.000000	0.830075	4.652582e-04	8.799234e-03	2.055555	Not significant
56	ACRV1 [56]	2.666667	5.000000	-0.710493	4.652582e-04	8.799234e-03	2.055555	Not significant
105369312	LOC105369312 [105369312]	5.000000	2.666667	0.710493	4.652582e-04	8.799234e-03	2.055555	Not significant
728920	PDE4DIPP1 [728920]	5.333333	3.000000	0.662965	4.652582e-04	8.799234e-03	2.055555	Not significant
101929340	ESAM-AS1 [101929340]	6.000000	3.666667	0.584963	4.652582e-04	8.799234e-03	2.055555	Not significant
54107	POLE3 [54107]	697.666667	1025.000000	-0.554355	4.631923e-04	8.799234e-03	2.055555	Not significant
11270	NRM [11270]	140.666667	196.666667	-0.480569	4.599767e-04	8.799234e-03	2.055555	Not significant
105372141	LOC105372141 [105372141]	28.333333	20.333333	0.459432	4.639338e-04	8.799234e-03	2.055555	Not significant
29889	GNL2 [29889]	1144.333333	1566.000000	-0.452238	4.626536e-04	8.799234e-03	2.055555	Not significant
29883	CNOT7 [29883]	1234.333333	1668.333333	-0.434372	4.628567e-04	8.799234e-03	2.055555	Not significant
3801	KIFC3 [3801]	388.000000	496.333333	-0.354443	4.622720e-04	8.799234e-03	2.055555	Not significant
768097	HAR1B [768097]	11.333333	9.000000	0.302563	4.652582e-04	8.799234e-03	2.055555	Not significant
54940	OCIAD1 [54940]	2267.666667	2790.333333	-0.299110	4.605422e-04	8.799234e-03	2.055555	Not significant
105378532	LOC105378532 [105378532]	12.000000	9.666667	0.285402	4.652582e-04	8.799234e-03	2.055555	Not significant
50943	FOXP3 [50943]	10.666667	13.000000	-0.263034	4.652582e-04	8.799234e-03	2.055555	Not significant
26234	FBXL5 [26234]	935.666667	1115.666667	-0.253591	4.598806e-04	8.799234e-03	2.055555	Not significant
57717	PCDHB16 [57717]	16.333333	14.000000	0.208587	4.652582e-04	8.799234e-03	2.055555	Not significant
79863	RBFA [79863]	374.666667	460.666667	-0.297398	4.676255e-04	8.839762e-03	2.053559	Not significant
9681	DEPDC5 [9681]	246.666667	276.666667	-0.164954	4.688502e-04	8.858659e-03	2.052632	Not significant
6418	SET [6418]	4350.000000	5820.000000	-0.419920	4.697755e-04	8.871884e-03	2.051984	Not significant
5074	PAWR [5074]	720.000000	968.333333	-0.426994	4.733181e-04	8.934502e-03	2.048930	Not significant
11052	CPSF6 [11052]	1646.333333	2009.333333	-0.287302	4.738997e-04	8.941194e-03	2.048604	Not significant
8533	COPS3 [8533]	707.000000	980.666667	-0.471484	4.782198e-04	9.018383e-03	2.044871	Not significant
55344	PLCXD1 [55344]	118.333333	135.000000	-0.188610	4.791464e-04	9.031532e-03	2.044239	Not significant
23450	SF3B3 [23450]	3538.333333	4555.333333	-0.364396	4.793874e-04	9.031751e-03	2.044228	Not significant
1948	EFNB2 [1948]	410.333333	583.333333	-0.506484	4.804805e-04	9.048015e-03	2.043447	Not significant
26354	GNL3 [26354]	1727.666667	2266.666667	-0.391549	4.829922e-04	9.090967e-03	2.041390	Not significant
10200	MPHOSPH6 [10200]	321.000000	422.666667	-0.395869	4.836577e-04	9.099143e-03	2.041000	Not significant
9793	CKAP5 [9793]	2942.000000	3847.333333	-0.386946	4.857297e-04	9.129400e-03	2.039558	Not significant
114990	VASN [114990]	4643.000000	4007.000000	0.212485	4.855979e-04	9.129400e-03	2.039558	Not significant
10634	GAS2L1 [10634]	320.000000	421.666667	-0.396947	4.898859e-04	9.203123e-03	2.036065	Not significant
80017	DGLUCY [80017]	470.000000	385.666667	0.284637	4.949999e-04	9.294762e-03	2.031762	Not significant
254128	NIFK-AS1 [254128]	234.333333	311.000000	-0.406840	4.953663e-04	9.297209e-03	2.031647	Not significant
29083	GTPBP8 [29083]	171.666667	241.666667	-0.490986	4.956262e-04	9.297655e-03	2.031627	Not significant
9650	MTFR1 [9650]	338.333333	422.000000	-0.317955	4.962849e-04	9.305579e-03	2.031257	Not significant
51400	PPME1 [51400]	2588.666667	3485.666667	-0.429082	4.983512e-04	9.339875e-03	2.029659	Not significant
55248	PACC1 [55248]	150.000000	193.666667	-0.366457	5.013069e-04	9.390800e-03	2.027297	Not significant
101928474	LOC101928474 [101928474]	1.333333	5.000000	-1.362570	5.042182e-04	9.427396e-03	2.025608	Downregulated
729338	CETN4P [729338]	2.000000	5.666667	-1.152003	5.042182e-04	9.427396e-03	2.025608	Downregulated
399900	LOC399900 [399900]	12.333333	5.000000	1.152003	5.042182e-04	9.427396e-03	2.025608	Upregulated
56110	PCDHGA5 [56110]	226.666667	186.666667	0.278751	5.039910e-04	9.427396e-03	2.025608	Not significant
2006	ELN [2006]	365.333333	224.666667	0.698964	5.060690e-04	9.457510e-03	2.024223	Not significant
2733	GLE1 [2733]	812.333333	967.000000	-0.251160	5.077100e-04	9.483677e-03	2.023023	Not significant
9401	RECQL4 [9401]	235.666667	349.666667	-0.567244	5.088208e-04	9.499918e-03	2.022280	Not significant
55280	CWF19L1 [55280]	348.000000	468.666667	-0.428410	5.099564e-04	9.512100e-03	2.021724	Not significant
25917	THUMPD3 [25917]	707.666667	908.333333	-0.359702	5.098397e-04	9.512100e-03	2.021724	Not significant
51231	VRK3 [51231]	377.333333	465.000000	-0.300672	5.108620e-04	9.524479e-03	2.021159	Not significant
11346	SYNPO [11346]	1233.000000	1663.333333	-0.431602	5.120466e-04	9.542047e-03	2.020358	Not significant
55829	SELENOS [55829]	943.000000	1282.666667	-0.443412	5.140473e-04	9.574800e-03	2.018870	Not significant
112268430	LOC112268430 [112268430]	9019.000000	6716.666667	0.425167	5.150306e-04	9.588579e-03	2.018246	Not significant
10644	IGF2BP2 [10644]	2876.333333	3813.333333	-0.406699	5.168856e-04	9.618567e-03	2.016890	Not significant
57476	GRAMD1B [57476]	70.666667	111.666667	-0.652687	5.192084e-04	9.657227e-03	2.015148	Not significant
23299	BICD2 [23299]	1301.000000	1483.333333	-0.189086	5.217599e-04	9.700103e-03	2.013224	Not significant
23223	RRP12 [23223]	435.333333	625.666667	-0.522268	5.229715e-04	9.718039e-03	2.012421	Not significant
642	BLMH [642]	754.666667	933.000000	-0.305673	5.254159e-04	9.758856e-03	2.010601	Not significant
120376	POU2AF3 [120376]	18.000000	9.666667	0.832890	5.265443e-04	9.775204e-03	2.009874	Not significant
84443	FRMPD3 [84443]	0.000000	4.000000	-2.321928	5.320055e-04	9.779761e-03	2.009672	Downregulated
574036	SERTAD4-AS1 [574036]	0.000000	2.000000	-1.584963	5.320055e-04	9.779761e-03	2.009672	Downregulated
100128317	LOC100128317 [100128317]	0.000000	2.000000	-1.584963	5.320055e-04	9.779761e-03	2.009672	Downregulated
105376678	LOC105376678 [105376678]	0.000000	2.000000	-1.584963	5.320055e-04	9.779761e-03	2.009672	Downregulated
102725258	LOC102725258 [102725258]	0.000000	2.000000	-1.584963	5.320055e-04	9.779761e-03	2.009672	Downregulated
419	ART3 [419]	2.000000	0.000000	1.584963	5.320055e-04	9.779761e-03	2.009672	Upregulated
101929142	LOC101929142 [101929142]	2.000000	0.000000	1.584963	5.320055e-04	9.779761e-03	2.009672	Upregulated
100302263	MIR1908 [100302263]	2.000000	0.000000	1.584963	5.320055e-04	9.779761e-03	2.009672	Upregulated
930	CD19 [930]	2.000000	0.000000	1.584963	5.320055e-04	9.779761e-03	2.009672	Upregulated
4608	MYBPH [4608]	7.000000	16.666667	-1.142958	5.279432e-04	9.779761e-03	2.009672	Downregulated
104355139	LINC01397 [104355139]	3.000000	1.000000	1.000000	5.320055e-04	9.779761e-03	2.009672	Upregulated
105373954	LOC105373954 [105373954]	7.000000	3.000000	1.000000	5.320055e-04	9.779761e-03	2.009672	Upregulated
105374608	LOC105374608 [105374608]	1.000000	3.000000	-1.000000	5.320055e-04	9.779761e-03	2.009672	Downregulated
79857	FLJ13224 [79857]	1.000000	3.000000	-1.000000	5.320055e-04	9.779761e-03	2.009672	Downregulated
102465464	MIR6775 [102465464]	3.000000	1.000000	1.000000	5.320055e-04	9.779761e-03	2.009672	Upregulated
