gene_id	gene_label	case_mean	control_mean	log2_fold_change	p_value	adjusted_p_value	neg_log10_adjusted_p	classification
55872	PBK [55872]	226.333333	503.333333	-1.149568	3.799755e-209	1.496191e-204	203.825013	Downregulated
6648	SOD2 [6648]	29069.333333	4020.666667	2.853682	1.412817e-158	2.781554e-154	153.555712	Upregulated
7130	TNFAIP6 [7130]	260.666667	74.333333	1.796370	1.549055e-147	2.033186e-143	142.691823	Upregulated
718	C3 [718]	6634.333333	1760.333333	1.913501	3.669018e-136	3.611781e-132	131.442279	Upregulated
2582	GALE [2582]	127.333333	215.666667	-0.755581	3.372618e-127	2.656004e-123	122.575771	Not significant
629	CFB [629]	744.666667	143.000000	2.372462	1.963771e-122	1.288757e-118	117.889829	Upregulated
1829	DSG2 [1829]	51.000000	89.333333	-0.796747	4.661274e-117	2.622033e-113	112.581362	Not significant
51512	GTSE1 [51512]	258.333333	549.333333	-1.085498	7.689015e-115	3.784533e-111	110.421988	Downregulated
84665	MYPN [84665]	76.666667	255.000000	-1.720776	1.335554e-111	5.843199e-108	107.233349	Downregulated
124935	SLC43A2 [124935]	933.000000	370.666667	1.329413	3.110002e-110	1.224594e-106	105.912008	Upregulated
55143	CDCA8 [55143]	186.666667	401.333333	-1.100219	6.916686e-107	2.475922e-103	102.606263	Downregulated
11004	KIF2C [11004]	251.666667	514.666667	-1.029203	1.496198e-106	4.909524e-103	102.308961	Downregulated
26030	PLEKHG3 [26030]	56.000000	77.666667	-0.464791	6.971007e-94	2.111464e-90	89.675416	Not significant
10584	COLEC10 [10584]	23.000000	58.666667	-1.313891	6.384455e-91	1.795674e-87	86.745773	Downregulated
79801	SHCBP1 [79801]	361.333333	751.000000	-1.053415	1.684824e-90	4.422776e-87	86.354305	Downregulated
1058	CENPA [1058]	59.333333	154.333333	-1.364340	2.556372e-90	6.291232e-87	86.201264	Downregulated
1407	CRY1 [1407]	340.000000	465.666667	-0.452621	8.299472e-90	1.922353e-86	85.716167	Not significant
55355	HJURP [55355]	212.333333	474.666667	-1.156842	6.731924e-88	1.472646e-84	83.831902	Downregulated
55771	PRR11 [55771]	558.333333	1005.333333	-0.847328	3.002125e-80	6.221667e-77	76.206093	Not significant
57405	SPC25 [57405]	53.666667	131.000000	-1.271805	1.545199e-76	3.042187e-73	72.516814	Downregulated
83540	NUF2 [83540]	121.333333	327.666667	-1.425808	1.011848e-75	1.897264e-72	71.721872	Downregulated
55388	MCM10 [55388]	100.666667	232.000000	-1.196483	1.001581e-71	1.792647e-68	67.746505	Downregulated
3383	ICAM1 [3383]	520.000000	161.666667	1.679365	3.028390e-71	5.184604e-68	67.285284	Upregulated
374393	FAM111B [374393]	93.000000	214.666667	-1.198071	5.767143e-68	9.461959e-65	64.024019	Downregulated
9055	PRC1 [9055]	717.666667	1475.666667	-1.038950	5.254240e-64	8.275638e-61	60.082199	Downregulated
105376292	LOC105376292 [105376292]	43.333333	92.000000	-1.068839	1.240317e-60	1.878412e-57	56.726209	Downregulated
9052	GPRC5A [9052]	228.666667	895.666667	-1.965030	2.406168e-58	3.509085e-55	54.454806	Downregulated
200894	ARL13B [200894]	291.000000	358.000000	-0.298015	2.862106e-58	4.024939e-55	54.395241	Not significant
9156	EXO1 [9156]	86.666667	188.666667	-1.113366	3.357041e-58	4.558167e-55	54.341210	Downregulated
3161	HMMR [3161]	285.000000	722.333333	-1.338645	4.514993e-58	5.926079e-55	54.227233	Downregulated
699	BUB1 [699]	381.666667	864.333333	-1.177168	1.824010e-57	2.316846e-54	53.635103	Downregulated
4016	LOXL1 [4016]	3445.666667	2225.000000	0.630748	2.224959e-56	2.737812e-53	52.562596	Not significant
701	BUB1B [701]	292.333333	684.666667	-1.224966	4.955808e-56	5.913330e-53	52.228168	Downregulated
29127	RACGAP1 [29127]	566.333333	1131.333333	-0.997030	5.704590e-54	6.606587e-51	50.180023	Not significant
983	CDK1 [983]	258.333333	636.333333	-1.297240	7.013931e-54	7.890873e-51	50.102875	Downregulated
5888	RAD51 [5888]	82.666667	173.333333	-1.059124	3.550171e-53	3.883098e-50	49.410822	Downregulated
79172	CENPO [79172]	538.000000	728.333333	-0.436293	6.032762e-53	6.420163e-50	49.192454	Not significant
2313	FLI1 [2313]	294.000000	422.333333	-0.521079	1.542445e-52	1.598298e-49	48.796342	Not significant
195828	ZNF367 [195828]	61.666667	164.000000	-1.396696	1.111303e-51	1.122017e-48	47.950000	Downregulated
5424	POLD1 [5424]	300.666667	424.333333	-0.495639	1.924649e-50	1.894624e-47	46.722477	Not significant
5864	RAB3A [5864]	50.666667	74.000000	-0.537657	2.298858e-50	2.207801e-47	46.656040	Not significant
3589	IL11 [3589]	133.333333	490.333333	-1.870885	5.684426e-50	5.329285e-47	46.273331	Downregulated
84818	IL17RC [84818]	861.000000	630.666667	0.448524	8.876496e-50	8.128394e-47	46.089995	Not significant
220134	SKA1 [220134]	104.666667	216.333333	-1.040389	4.864102e-49	4.352929e-46	45.361218	Downregulated
55165	CEP55 [55165]	407.666667	1008.333333	-1.304406	1.273931e-48	1.114718e-45	44.952835	Downregulated
990	CDC6 [990]	209.000000	457.000000	-1.124958	8.868931e-48	7.591805e-45	44.119655	Downregulated
11144	DMC1 [11144]	22.333333	60.333333	-1.394279	1.668475e-47	1.397827e-44	43.854547	Downregulated
176	ACAN [176]	151.666667	517.666667	-1.764423	3.121965e-47	2.561052e-44	43.591582	Downregulated
55319	TMA16 [55319]	314.000000	486.000000	-0.628570	3.459677e-45	2.780168e-42	41.555929	Not significant
891	CCNB1 [891]	569.666667	1302.666667	-1.191855	7.461877e-44	5.876377e-41	40.230890	Downregulated
55635	DEPDC1 [55635]	277.000000	655.666667	-1.240076	7.846387e-44	6.058026e-41	40.217669	Downregulated
8045	RASSF7 [8045]	33.333333	55.000000	-0.705817	1.137273e-43	8.611781e-41	40.064907	Not significant
3569	IL6 [3569]	232.000000	84.333333	1.449149	1.387738e-43	1.031011e-40	39.986737	Upregulated
54443	ANLN [54443]	1014.666667	2187.333333	-1.107406	3.819900e-43	2.785415e-40	39.555110	Downregulated
83475	DOHH [83475]	97.666667	135.333333	-0.466504	9.706265e-43	6.948979e-40	39.158079	Not significant
22974	TPX2 [22974]	874.000000	1915.666667	-1.131245	2.295047e-41	1.613746e-38	37.792165	Downregulated
9023	CH25H [9023]	209.000000	89.666667	1.211745	4.832743e-41	3.338493e-38	37.476450	Upregulated
112268089	GAPDH-DT [112268089]	215.666667	288.333333	-0.417255	9.498202e-41	6.448297e-38	37.190555	Not significant
64116	SLC39A8 [64116]	940.333333	221.333333	2.081981	1.872805e-40	1.249891e-37	36.903128	Upregulated
10460	TACC3 [10460]	508.666667	964.333333	-0.921473	1.226851e-39	8.051411e-37	36.094128	Not significant
55789	DEPDC1B [55789]	53.333333	128.666667	-1.254898	2.048139e-39	1.322090e-36	35.878739	Downregulated
541472	IL6-AS1 [541472]	26.333333	9.000000	1.450661	1.223433e-38	7.646650e-36	35.116529	Upregulated
107985021	LOC107985021 [107985021]	4.000000	12.666667	-1.450661	1.223433e-38	7.646650e-36	35.116529	Downregulated
6240	RRM1 [6240]	1115.333333	1893.333333	-0.762922	1.586548e-37	9.761234e-35	34.010495	Not significant
129293	TRABD2A [129293]	84.000000	194.666667	-1.202863	2.435494e-37	1.475385e-34	33.831095	Downregulated
25821	MTO1 [25821]	491.333333	598.666667	-0.284525	3.194274e-37	1.905724e-34	33.719940	Not significant
80760	ITIH5 [80760]	8.666667	2.666667	1.398549	4.137032e-37	2.431340e-34	33.614154	Upregulated
9493	KIF23 [9493]	410.666667	930.666667	-1.178337	1.864839e-36	1.079852e-33	32.966636	Downregulated
9212	AURKB [9212]	146.333333	282.333333	-0.943416	2.748720e-36	1.568603e-33	32.804487	Not significant
216	ALDH1A1 [216]	716.333333	1484.000000	-1.049747	5.939300e-35	3.340941e-32	31.476131	Downregulated
157570	ESCO2 [157570]	65.666667	150.333333	-1.182692	6.998798e-35	3.881474e-32	31.411003	Downregulated
6839	SUV39H1 [6839]	100.000000	180.000000	-0.841634	1.733643e-34	9.481102e-32	31.023141	Not significant
93323	HAUS8 [93323]	68.333333	122.333333	-0.830942	2.708329e-34	1.460865e-31	30.835390	Not significant
56683	CFAP298 [56683]	280.666667	371.666667	-0.403897	2.785241e-34	1.482049e-31	30.829137	Not significant
57650	CIP2A [57650]	237.666667	422.666667	-0.827933	8.906791e-34	4.676184e-31	30.330108	Not significant
9837	GINS1 [9837]	83.000000	167.333333	-1.002860	2.355189e-33	1.220236e-30	29.913556	Downregulated
899	CCNF [899]	238.666667	388.000000	-0.698741	2.493130e-33	1.274929e-30	29.894514	Not significant
94031	HTRA3 [94031]	234.666667	320.666667	-0.448819	4.670181e-33	2.357603e-30	29.627529	Not significant
2919	CXCL1 [2919]	3953.666667	2142.666667	0.883476	7.029004e-33	3.503469e-30	29.455502	Not significant
91107	TRIM47 [91107]	156.000000	111.000000	0.487266	1.398040e-32	6.881152e-30	29.162339	Not significant
122509	IFI27L1 [122509]	258.000000	299.666667	-0.215213	3.408796e-32	1.657096e-29	28.780652	Not significant
8884	SLC5A6 [8884]	452.666667	508.666667	-0.167921	4.328676e-32	2.078609e-29	28.682227	Not significant
7153	TOP2A [7153]	2084.000000	4626.666667	-1.150238	3.491567e-31	1.656433e-28	27.780826	Downregulated
24137	KIF4A [24137]	230.666667	433.333333	-0.906752	4.099922e-31	1.921887e-28	27.716272	Not significant
25805	BAMBI [25805]	119.333333	200.333333	-0.742550	4.934338e-31	2.285818e-28	27.640958	Not significant
2624	GATA2 [2624]	117.000000	270.000000	-1.199506	1.160858e-30	5.315110e-28	27.274488	Downregulated
9133	CCNB2 [9133]	244.666667	526.333333	-1.102013	1.770293e-30	8.012306e-28	27.096242	Downregulated
5971	RELB [5971]	186.333333	62.666667	1.556997	3.241327e-30	1.450346e-27	26.838528	Upregulated
90632	LINC00473 [90632]	22.666667	99.000000	-2.079072	6.240786e-30	2.761092e-27	26.558919	Downregulated
5984	RFC4 [5984]	222.000000	364.666667	-0.713485	6.772219e-30	2.962921e-27	26.528280	Not significant
100874028	SGO1-AS1 [100874028]	11.666667	22.333333	-0.881356	1.122430e-29	4.856790e-27	26.313651	Not significant
9833	MELK [9833]	297.666667	587.333333	-0.978098	1.370227e-29	5.864573e-27	26.231764	Not significant
8914	TIMELESS [8914]	438.000000	717.666667	-0.711102	2.513671e-29	1.064283e-26	25.972943	Not significant
4929	NR4A2 [4929]	38.000000	69.333333	-0.850734	2.740314e-29	1.147900e-26	25.940096	Not significant
4751	NEK2 [4751]	110.333333	260.000000	-1.229164	3.461709e-29	1.434824e-26	25.843201	Downregulated
115106	HAUS1 [115106]	169.666667	244.000000	-0.521600	4.460052e-29	1.829365e-26	25.737700	Not significant
9088	PKMYT1 [9088]	90.333333	194.000000	-1.094261	7.169478e-29	2.910365e-26	25.536053	Downregulated
8318	CDC45 [8318]	135.000000	311.000000	-1.197939	8.134701e-29	3.268490e-26	25.485653	Downregulated
4987	OPRL1 [4987]	32.333333	19.000000	0.736966	1.341460e-28	5.335489e-26	25.272826	Not significant
81930	KIF18A [81930]	140.666667	307.333333	-1.121991	1.698140e-28	6.686596e-26	25.174795	Downregulated
373863	DND1 [373863]	77.000000	86.000000	-0.157541	2.970014e-28	1.157894e-25	24.936331	Not significant
105376126	LOC105376126 [105376126]	105.000000	179.000000	-0.763933	4.239201e-28	1.636498e-25	24.786085	Not significant
7127	TNFAIP2 [7127]	456.666667	156.000000	1.543533	1.269422e-27	4.852889e-25	24.314000	Upregulated
10165	SLC25A13 [10165]	186.000000	274.333333	-0.558141	4.155206e-27	1.573225e-24	23.803209	Not significant
11065	UBE2C [11065]	232.666667	514.000000	-1.140120	5.386896e-27	2.020137e-24	23.694619	Downregulated
157313	CDCA2 [157313]	183.333333	397.333333	-1.111659	8.665821e-27	3.219107e-24	23.492265	Downregulated
140469	MYO3B [140469]	5.333333	0.333333	2.247928	2.776649e-26	1.012346e-23	22.994671	Upregulated
102724081	LOC102724081 [102724081]	8.333333	3.333333	1.106915	2.776649e-26	1.012346e-23	22.994671	Upregulated
54892	NCAPG2 [54892]	549.666667	1053.000000	-0.936624	2.981394e-26	1.077022e-23	22.967776	Not significant
4085	MAD2L1 [4085]	261.333333	637.666667	-1.283662	5.412461e-26	1.920010e-23	22.716697	Downregulated
2177	FANCD2 [2177]	138.000000	268.333333	-0.954308	5.386668e-26	1.920010e-23	22.716697	Not significant
23172	ABRAXAS2 [23172]	432.000000	532.333333	-0.300670	6.239744e-26	2.193716e-23	22.658820	Not significant
1734	DIO2 [1734]	133.333333	371.333333	-1.470777	8.432613e-26	2.938430e-23	22.531885	Downregulated
993	CDC25A [993]	57.000000	122.000000	-1.084534	8.781280e-26	3.033085e-23	22.518115	Downregulated
890	CCNA2 [890]	902.000000	1823.000000	-1.014308	1.885770e-25	6.456876e-23	22.189978	Downregulated
92799	SHKBP1 [92799]	583.333333	643.333333	-0.141016	2.239997e-25	7.603630e-23	22.118979	Not significant
388021	TMEM179 [388021]	1.000000	7.000000	-2.000000	2.687782e-25	9.045649e-23	22.043560	Downregulated
80178	TEDC2 [80178]	27.000000	52.666667	-0.938599	2.973164e-25	9.921296e-23	22.003432	Not significant
23397	NCAPH [23397]	162.333333	372.666667	-1.193933	3.785967e-25	1.252742e-22	21.902139	Downregulated
128239	IQGAP3 [128239]	399.000000	744.000000	-0.897240	8.826899e-25	2.896400e-22	21.538142	Not significant
1869	E2F1 [1869]	89.000000	190.666667	-1.090603	1.023049e-24	3.329220e-22	21.477657	Downregulated
1906	EDN1 [1906]	34.333333	61.666667	-0.826668	2.675683e-24	8.635876e-22	21.063694	Not significant
771	CA12 [771]	2014.000000	1028.666667	0.968602	3.903861e-24	1.241790e-21	20.905952	Not significant
102724852	LOC102724852 [102724852]	141.000000	266.666667	-0.914547	3.910554e-24	1.241790e-21	20.905952	Not significant
55010	PARPBP [55010]	90.000000	178.333333	-0.978705	4.274124e-24	1.346383e-21	20.870831	Not significant
1844	DUSP2 [1844]	6.000000	16.666667	-1.335603	4.537016e-24	1.417854e-21	20.848369	Downregulated
101926940	LINC02104 [101926940]	5.000000	11.666667	-1.078003	1.523971e-23	4.688115e-21	20.329002	Downregulated
730013	ABCC6P2 [730013]	2.000000	5.333333	-1.078003	1.523971e-23	4.688115e-21	20.329002	Downregulated
70	ACTC1 [70]	19.333333	93.333333	-2.213921	1.715803e-23	5.237322e-21	20.280891	Downregulated
7112	TMPO [7112]	777.333333	1478.333333	-0.926487	5.467528e-23	1.656072e-20	19.780921	Not significant
283431	GAS2L3 [283431]	109.000000	226.666667	-1.049420	5.588179e-23	1.679696e-20	19.774769	Downregulated
24140	FTSJ1 [24140]	677.000000	892.333333	-0.397913	8.872413e-23	2.646668e-20	19.577301	Not significant
4839	NOP2 [4839]	793.666667	1035.666667	-0.383530	9.937163e-23	2.941998e-20	19.531358	Not significant
27120	DKKL1 [27120]	13.000000	5.000000	1.222392	1.148835e-22	3.375860e-20	19.471616	Upregulated
7128	TNFAIP3 [7128]	715.333333	196.333333	1.859996	1.953109e-22	5.696712e-20	19.244376	Upregulated
23762	OSBP2 [23762]	40.666667	83.333333	-1.017209	2.209577e-22	6.397376e-20	19.193998	Downregulated
653820	FAM72B [653820]	52.666667	113.000000	-1.086936	2.232276e-22	6.415918e-20	19.192741	Downregulated
3838	KPNA2 [3838]	1770.666667	3096.666667	-0.806075	3.437648e-22	9.808757e-20	19.008386	Not significant
80133	MROH9 [80133]	10.666667	22.666667	-1.020464	6.493820e-22	1.839573e-19	18.735283	Downregulated
6790	AURKA [6790]	262.666667	592.666667	-1.170938	1.447003e-21	4.069800e-19	18.390427	Downregulated
51110	LACTB2 [51110]	511.666667	880.000000	-0.781121	3.214735e-21	8.977546e-19	18.046842	Not significant
4602	MYB [4602]	7.000000	28.333333	-1.874469	3.862299e-21	1.070999e-18	17.970211	Downregulated
84823	LMNB2 [84823]	1796.666667	2951.666667	-0.715893	6.639194e-21	1.828146e-18	17.737989	Not significant
110091775	CFAP298-TCP10L [110091775]	171.333333	245.666667	-0.517361	7.024009e-21	1.920676e-18	17.716546	Not significant
9319	TRIP13 [9319]	178.000000	392.333333	-1.135793	8.738576e-21	2.373036e-18	17.624696	Downregulated
90293	KLHL13 [90293]	10.333333	20.666667	-0.934905	9.029544e-21	2.435256e-18	17.613455	Not significant
9688	NUP93 [9688]	509.333333	792.000000	-0.635881	1.004143e-20	2.689736e-18	17.570290	Not significant
91057	CCDC34 [91057]	111.666667	175.000000	-0.643515	1.091843e-20	2.904892e-18	17.536870	Not significant
8893	EIF2B5 [8893]	590.333333	757.666667	-0.359495	1.873435e-20	4.950898e-18	17.305316	Not significant
10615	SPAG5 [10615]	427.333333	824.666667	-0.946826	2.303235e-20	6.046146e-18	17.218521	Not significant
79807	GSTCD [79807]	132.666667	228.333333	-0.778806	2.491446e-20	6.496899e-18	17.187294	Not significant
6241	RRM2 [6241]	989.000000	2275.333333	-1.201211	2.883810e-20	7.470585e-18	17.126645	Downregulated
285958	SNHG15 [285958]	111.666667	156.333333	-0.481764	3.475820e-20	8.945351e-18	17.048403	Not significant
7272	TTK [7272]	196.000000	427.666667	-1.121661	4.193511e-20	1.072232e-17	16.969711	Downregulated
3832	KIF11 [3832]	485.000000	1009.333333	-1.055803	5.269194e-20	1.338579e-17	16.873356	Downregulated
10940	POP1 [10940]	274.666667	414.333333	-0.591345	8.504792e-20	2.146697e-17	16.668229	Not significant
26292	MYCBP [26292]	122.333333	187.666667	-0.613277	9.110729e-20	2.284994e-17	16.641115	Not significant
55790	CSGALNACT1 [55790]	139.666667	243.333333	-0.796570	1.433273e-19	3.571933e-17	16.447097	Not significant
51200	CPA4 [51200]	818.000000	1142.333333	-0.481311	1.872670e-19	4.637626e-17	16.333704	Not significant
54205	CYCS [54205]	1282.000000	1885.666667	-0.556318	1.917683e-19	4.719418e-17	16.326112	Not significant
54865	GPATCH4 [54865]	562.666667	765.333333	-0.443130	2.982777e-19	7.295021e-17	16.136973	Not significant
2	A2M [2]	169.666667	264.000000	-0.634811	3.168239e-19	7.700776e-17	16.113466	Not significant
991	CDC20 [991]	396.666667	1014.333333	-1.352322	3.438365e-19	8.306078e-17	16.080604	Downregulated
133308	SLC9B2 [133308]	441.666667	534.666667	-0.275115	4.997201e-19	1.199816e-16	15.920885	Not significant
3356	HTR2A [3356]	37.666667	19.000000	0.951090	8.415217e-19	2.008228e-16	15.697187	Not significant
441177	LINC00602 [441177]	4.333333	12.666667	-1.357552	9.672204e-19	2.294293e-16	15.639351	Downregulated
1719	DHFR [1719]	842.000000	1339.333333	-0.668987	1.252417e-18	2.953004e-16	15.529736	Not significant
7443	VRK1 [7443]	136.000000	262.000000	-0.940887	1.365461e-18	3.200380e-16	15.494798	Not significant
2189	FANCG [2189]	175.333333	292.000000	-0.732595	1.843838e-18	4.296033e-16	15.366932	Not significant
100527950	GJA9-MYCBP [100527950]	131.333333	194.666667	-0.564221	1.883641e-18	4.362956e-16	15.360219	Not significant
5367	PMCH [5367]	14.666667	27.666667	-0.871676	2.765723e-18	6.368603e-16	15.195956	Not significant
10393	ANAPC10 [10393]	175.666667	226.333333	-0.363779	3.218175e-18	7.367375e-16	15.132687	Not significant
10987	COPS5 [10987]	719.000000	976.000000	-0.440362	3.324895e-18	7.567692e-16	15.121037	Not significant
55706	NDC1 [55706]	415.666667	721.000000	-0.793105	7.796361e-18	1.764307e-15	14.753426	Not significant
3146	HMGB1 [3146]	2527.666667	4129.666667	-0.707998	1.386153e-17	3.118924e-15	14.505995	Not significant
9241	NOG [9241]	48.000000	123.000000	-1.339486	1.481256e-17	3.313973e-15	14.479651	Downregulated
54982	CLN6 [54982]	244.333333	343.333333	-0.489063	1.540399e-17	3.417920e-15	14.466238	Not significant
3638	INSIG1 [3638]	1645.333333	1185.666667	0.472342	1.545078e-17	3.417920e-15	14.466238	Not significant
6372	CXCL6 [6372]	7457.666667	3779.333333	0.980404	1.591360e-17	3.500637e-15	14.455853	Not significant
3833	KIFC1 [3833]	282.333333	541.333333	-0.936680	2.032333e-17	4.445841e-15	14.352046	Not significant
7372	UMPS [7372]	358.000000	477.666667	-0.415037	2.381522e-17	5.180930e-15	14.285592	Not significant
26586	CKAP2 [26586]	764.333333	1347.333333	-0.817017	2.741675e-17	5.931659e-15	14.226824	Not significant
29893	PSMC3IP [29893]	182.333333	275.666667	-0.593680	3.111065e-17	6.694061e-15	14.174310	Not significant
399694	SHC4 [399694]	44.333333	94.666667	-1.077444	4.394438e-17	9.404097e-15	14.026683	Downregulated
4982	TNFRSF11B [4982]	2351.333333	3413.333333	-0.537511	4.498594e-17	9.574953e-15	14.018863	Not significant
644019	ZNG1F [644019]	300.000000	393.666667	-0.390871	4.600582e-17	9.739383e-15	14.011469	Not significant
102724550	LINC02015 [102724550]	54.000000	28.666667	0.890589	4.747150e-17	9.995924e-15	14.000177	Not significant
7064	THOP1 [7064]	530.666667	739.000000	-0.477003	5.516429e-17	1.155398e-14	13.937268	Not significant
9787	DLGAP5 [9787]	442.666667	1006.666667	-1.183470	5.584969e-17	1.163565e-14	13.934209	Downregulated
28998	MRPL13 [28998]	395.000000	612.000000	-0.630387	9.787982e-17	2.026221e-14	13.693313	Not significant
6908	TBP [6908]	234.000000	280.333333	-0.259620	9.828529e-17	2.026221e-14	13.693313	Not significant
3625	INHBB [3625]	19.333333	35.666667	-0.850622	1.206041e-16	2.473389e-14	13.606708	Not significant
150468	CKAP2L [150468]	250.333333	463.000000	-0.884523	1.259550e-16	2.569744e-14	13.590110	Not significant
7347	UCHL3 [7347]	402.000000	524.000000	-0.381538	1.348529e-16	2.737096e-14	13.562710	Not significant
55041	PLEKHB2 [55041]	1432.666667	1950.666667	-0.444997	1.514745e-16	3.058697e-14	13.514464	Not significant
8835	SOCS2 [8835]	119.000000	258.333333	-1.111773	2.516300e-16	5.055196e-14	13.296262	Downregulated
107985017	LOC107985017 [107985017]	16.000000	40.666667	-1.293359	3.034872e-16	6.066048e-14	13.217094	Downregulated
131583	FAM43A [131583]	161.333333	107.333333	0.583482	3.606150e-16	7.171503e-14	13.144390	Not significant
57722	IGDCC4 [57722]	175.333333	67.666667	1.360623	3.663707e-16	7.249353e-14	13.139701	Upregulated
2077	ERF [2077]	660.333333	819.666667	-0.311419	3.752876e-16	7.388662e-14	13.131434	Not significant
51474	LIMA1 [51474]	6174.333333	9931.333333	-0.685616	4.372719e-16	8.566179e-14	13.067213	Not significant
22919	MAPRE1 [22919]	1501.333333	2218.000000	-0.562705	4.716499e-16	9.193904e-14	13.036500	Not significant
54821	ERCC6L [54821]	79.333333	189.333333	-1.244458	5.299987e-16	1.028041e-13	12.987990	Downregulated
84466	MEGF10 [84466]	120.666667	73.333333	0.710853	5.907930e-16	1.140346e-13	12.942963	Not significant
4175	MCM6 [4175]	762.666667	1262.666667	-0.726601	6.234898e-16	1.197587e-13	12.921693	Not significant
79023	NUP37 [79023]	286.333333	484.333333	-0.756251	6.499210e-16	1.242296e-13	12.905775	Not significant
84913	ATOH8 [84913]	720.000000	1261.000000	-0.807641	6.751721e-16	1.284327e-13	12.891324	Not significant
10056	FARSB [10056]	981.000000	1492.000000	-0.604419	6.865075e-16	1.299611e-13	12.886186	Not significant
283120	H19 [283120]	128.000000	240.333333	-0.903656	7.047893e-16	1.327836e-13	12.876855	Not significant
2922	GRP [2922]	72.000000	174.666667	-1.266872	7.934051e-16	1.487672e-13	12.827493	Downregulated
729	C6 [729]	7.333333	1.333333	1.836501	8.289915e-16	1.547032e-13	12.810501	Upregulated
54952	TRNAU1AP [54952]	233.666667	285.333333	-0.287083	8.471035e-16	1.573375e-13	12.803168	Not significant
147841	SPC24 [147841]	81.666667	186.000000	-1.177661	1.173147e-15	2.168724e-13	12.663796	Downregulated
105377205	LOC105377205 [105377205]	2.666667	0.000000	1.874469	1.244192e-15	2.237046e-13	12.650325	Upregulated
107986644	LOC107986644 [107986644]	0.000000	2.666667	-1.874469	1.244192e-15	2.237046e-13	12.650325	Downregulated
107986939	LOC107986939 [107986939]	0.000000	2.666667	-1.874469	1.244192e-15	2.237046e-13	12.650325	Downregulated
105373032	LOC105373032 [105373032]	3.000000	0.333333	1.584963	1.244192e-15	2.237046e-13	12.650325	Upregulated
105371427	LOC105371427 [105371427]	5.000000	2.333333	0.847997	1.244192e-15	2.237046e-13	12.650325	Not significant
3182	HNRNPAB [3182]	1601.333333	2402.000000	-0.584662	1.239242e-15	2.237046e-13	12.650325	Not significant
90417	KNSTRN [90417]	220.000000	408.333333	-0.889230	1.654113e-15	2.960562e-13	12.528626	Not significant
63967	CLSPN [63967]	248.000000	510.666667	-1.039059	1.697916e-15	3.025210e-13	12.519244	Downregulated
57050	UTP3 [57050]	799.333333	1202.000000	-0.587964	1.767280e-15	3.134614e-13	12.503816	Not significant
10213	PSMD14 [10213]	963.000000	1453.666667	-0.593584	1.837035e-15	3.243726e-13	12.488956	Not significant
255738	PCSK9 [255738]	337.666667	167.666667	1.005691	1.860126e-15	3.269835e-13	12.485474	Upregulated
641	BLM [641]	66.000000	146.000000	-1.133583	1.907833e-15	3.338793e-13	12.476411	Downregulated
3181	HNRNPA2B1 [3181]	12293.000000	19257.333333	-0.647528	2.150392e-15	3.746630e-13	12.426359	Not significant
55214	P3H2 [55214]	2766.666667	4179.666667	-0.595063	2.206888e-15	3.828124e-13	12.417014	Not significant
10038	PARP2 [10038]	260.333333	376.666667	-0.531222	4.323567e-15	7.466877e-13	12.126861	Not significant
5737	PTGFR [5737]	4223.666667	2040.000000	1.049561	4.447957e-15	7.648156e-13	12.116443	Upregulated
79682	CENPU [79682]	140.333333	285.000000	-1.016913	4.768831e-15	8.164239e-13	12.088084	Downregulated
79690	GAL3ST4 [79690]	170.000000	138.333333	0.295456	5.766550e-15	9.829597e-13	12.007464	Not significant
105370103	LOC105370103 [105370103]	4.333333	0.666667	1.678072	7.357848e-15	1.248804e-12	11.903506	Upregulated
5198	PFAS [5198]	488.000000	748.666667	-0.616415	8.435883e-15	1.425628e-12	11.845994	Not significant
23516	SLC39A14 [23516]	6411.333333	4732.000000	0.438095	1.137544e-14	1.914186e-12	11.718016	Not significant
64151	NCAPG [64151]	314.333333	616.000000	-0.968393	1.182935e-14	1.982096e-12	11.702875	Not significant
79075	DSCC1 [79075]	71.666667	109.333333	-0.602503	1.292787e-14	2.156983e-12	11.666153	Not significant
51514	DTL [51514]	108.666667	237.333333	-1.119856	1.809355e-14	3.006125e-12	11.521993	Downregulated
64129	TINAGL1 [64129]	153.333333	235.333333	-0.614773	1.839768e-14	3.043811e-12	11.516582	Not significant
81624	DIAPH3 [81624]	341.000000	676.666667	-0.986579	2.014952e-14	3.319697e-12	11.478902	Not significant
140733	MACROD2 [140733]	35.333333	15.000000	1.183222	2.440344e-14	4.003179e-12	11.397595	Upregulated
1827	RCAN1 [1827]	482.333333	942.666667	-0.965259	2.450137e-14	4.003179e-12	11.397595	Not significant
10878	CFHR3 [10878]	58.666667	77.666667	-0.398827	2.597492e-14	4.226398e-12	11.374030	Not significant
258010	SVIP [258010]	156.666667	219.000000	-0.480626	2.763913e-14	4.478676e-12	11.348850	Not significant
4047	LSS [4047]	3993.666667	2383.000000	0.744691	2.921280e-14	4.714276e-12	11.326585	Not significant
23016	EXOSC7 [23016]	296.666667	414.666667	-0.481729	3.017985e-14	4.850456e-12	11.314217	Not significant
8877	SPHK1 [8877]	366.333333	708.333333	-0.949374	3.117712e-14	4.990367e-12	11.301867	Not significant
81610	FAM83D [81610]	130.000000	292.666667	-1.164613	3.899568e-14	6.216574e-12	11.206449	Downregulated
145508	CEP128 [145508]	72.000000	138.666667	-0.936019	4.052771e-14	6.434755e-12	11.191468	Not significant
